ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC
01,Aguascalientes,001,Aguascalientes,0429,Santa María de Gallardo,"102°06'49.394"" W","22°02'50.223"" N",1947,1066,555,511,70,33,37,996,522,474,957,500,457,799,425,374,731,392,339,664,351,313,62,33,29,135,64,71,162,79,83,68,33,35,67,41,26,105,51,54,276,128,69,59,92.07,335,630,101,2.55,992,521,471,68,33,35,943,495,448,10,5,5,1,0,1,0,0,0,1,0,1,1,0,1,6,        1,        0,        1,21,10,2,5,3,5,3,170,62,104,7,36,4,27,18,866,20,11,9,2,0,2,3,1,2,45,29,16,19,11,8,5,3,2,34,19,15,41,22,19,105,52,53,90,43,47,24,12,12,263,139,124,174,101,73,8.22,8.45,7.96,440,159,281,357,264,93,434,158,276,6,1,5,157,908,540,43,0,1,319,0,8,1,301,426,72,982,56,0,27,250,75,175,1066,294,772,284,250,280,246,250,250,28,6,1066,4.26,1.1,248,2,74,176,8,33,209,246,4,249,244,1,213,21,242,2,244,6,240,0,242,105,4,225,214,117,140,24,74,193,237,60,16,214,75,82,11,12,8,33,155,6,4
01,Aguascalientes,001,Aguascalientes,0437,Soledad de Abajo,"102°06'16.436"" W","21°46'47.209"" N",1992,177,79,98,6,2,4,171,77,94,165,75,90,135,66,69,124,60,64,113,55,58,7,2,5,29,9,20,32,12,20,11,6,5,11,5,6,15,7,8,41,21,8,13,124.05,53,110,14,2.98,160,68,92,16,11,5,162,72,90,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,25,11,11,3,7,2,5,37,5,30,1,6,0,4,4,114,5,1,4,0,0,0,0,0,0,7,4,3,5,3,2,0,0,0,8,5,3,8,3,5,18,10,8,20,4,16,4,0,4,46,27,19,22,13,9,7.73,8.08,7.39,79,23,56,55,43,12,78,23,55,1,0,1,35,142,90,0,0,0,52,0,0,0,49,74,12,176,0,0,1,44,5,39,177,12,165,60,44,60,44,44,44,16,0,177,4.02,1.2,42,2,15,29,1,6,37,44,0,43,43,1,36,1,44,0,44,0,43,0,44,6,0,40,40,17,33,24,24,34,44,6,1,40,22,1,1,1,0,4,22,0,1
01,Aguascalientes,001,Aguascalientes,0444,El Tanque de los Jiménez,"102°22'23.310"" W","21°42'27.778"" N",1865,700,336,364,48,18,30,652,318,334,633,311,322,556,274,282,519,262,257,480,245,235,37,16,21,59,28,31,81,36,45,37,12,25,39,17,22,87,51,36,171,105,48,57,108.33,181,448,71,2.74,616,298,318,71,33,38,597,297,300,21,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,44,28,14,3,9,9,7,94,44,42,6,30,2,30,7,560,15,5,10,0,0,0,5,1,4,22,10,12,16,13,3,1,1,0,31,14,17,31,13,18,74,27,47,122,66,56,15,5,10,147,79,68,115,64,51,7.73,8.05,7.4,325,108,217,230,166,64,322,107,215,3,1,2,145,555,361,18,0,0,175,1,0,4,165,339,52,602,61,0,32,177,33,144,700,111,589,241,177,237,173,177,177,37,27,700,3.95,0.96,177,0,44,133,8,15,154,176,1,177,150,0,160,48,175,1,176,1,175,0,174,49,0,174,154,103,120,29,38,140,177,43,12,161,72,46,7,14,0,16,95,0,3
01,Aguascalientes,001,Aguascalientes,0456,Tres Cruces,"102°20'12.087"" W","21°51'48.094"" N",1862,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
01,Aguascalientes,001,Aguascalientes,0461,Tanque el Trigo,"102°10'48.039"" W","21°53'28.608"" N",2028,319,167,152,21,10,11,298,157,141,282,151,131,243,132,111,225,124,101,204,111,93,18,7,11,37,18,19,39,18,21,18,8,10,21,13,8,47,27,20,96,25,10,15,91.02,94,213,12,2,302,160,142,16,7,9,281,151,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,21,15,10,2,3,4,4,33,8,25,0,5,2,7,7,260,5,0,5,1,1,0,0,0,0,19,12,7,43,25,18,1,1,0,3,1,2,3,2,1,25,10,15,50,23,27,6,1,5,70,39,31,58,39,19,8.77,9.44,7.94,147,62,85,96,70,26,147,62,85,0,0,0,177,142,61,47,0,0,50,0,0,0,87,146,10,305,9,0,5,75,46,29,319,205,114,105,75,105,75,75,75,26,4,319,4.25,1.1,75,0,20,55,1,8,66,75,0,75,11,0,69,25,74,0,75,0,75,0,74,14,0,75,71,24,58,26,31,69,75,12,3,72,38,24,6,4,0,3,36,0,2
01,Aguascalientes,001,Aguascalientes,0466,El Turicate,"102°19'59.372"" W","21°38'01.200"" N",1798,82,40,42,2,1,1,80,39,41,79,38,41,69,34,35,66,34,32,62,32,30,3,2,1,8,3,5,8,2,6,3,0,3,4,2,2,10,5,5,23,12,4,8,105,16,55,11,2.26,60,29,31,21,11,10,76,37,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,5,2,0,0,3,0,0,19,7,12,0,3,1,3,0,58,1,1,0,0,0,0,0,0,0,3,2,1,1,1,0,1,0,1,3,1,2,2,0,2,17,4,13,15,8,7,1,1,0,17,12,5,12,8,4,7.11,8.32,5.81,40,15,25,29,19,10,40,15,25,0,0,0,26,56,6,0,0,2,48,0,0,0,26,39,4,82,0,0,0,22,7,15,82,22,60,27,22,27,22,22,22,4,1,82,3.73,0.91,22,0,4,18,1,1,20,22,0,22,1,0,15,5,18,1,19,3,19,0,17,3,0,22,21,15,16,7,5,16,22,2,3,21,8,2,0,1,0,1,13,0,1
01,Aguascalientes,001,Aguascalientes,0476,La Victoria,"102°20'45.830"" W","21°52'50.228"" N",1860,21,9,12,0,0,0,21,9,12,21,9,12,21,9,12,20,8,12,20,8,12,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,3,7,2,5,133.33,1,17,3,0.78,15,4,11,4,3,1,19,8,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,1,0,0,0,1,0,0,3,0,2,0,1,0,0,0,17,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,1,1,16,6,10,14,13.75,14.17,15,5,10,6,4,2,15,5,10,0,0,0,2,19,13,6,0,0,0,0,0,0,8,12,1,18,3,0,0,6,0,6,21,0,21,9,6,9,6,6,6,3,0,21,3.5,0.75,6,0,1,5,0,0,6,6,0,6,1,0,6,4,6,0,5,1,5,0,4,0,0,6,6,4,6,3,1,6,6,4,3,6,5,2,2,1,0,0,1,0,1
01,Aguascalientes,001,Aguascalientes,0479,Villa Licenciado Jesús Terán (Calvillito),"102°11'16.705"" W","21°49'26.890"" N",1959,5204,2645,2559,308,145,163,4896,2500,2396,4670,2399,2271,3884,2030,1854,3573,1865,1708,3260,1720,1540,356,170,186,656,300,356,774,376,398,311,165,146,313,145,168,644,334,310,1426,412,200,212,96.75,1631,3319,254,2.45,4960,2517,2443,221,118,103,4590,2375,2215,42,18,24,3,1,2,0,0,0,3,1,2,3,0,3,8,        3,        0,        3,227,160,63,35,44,41,51,461,229,209,26,57,16,92,59,4494,140,66,74,4,1,3,21,9,12,207,107,100,178,91,87,9,3,6,126,54,72,143,62,81,306,148,158,665,332,333,95,34,61,1396,757,639,847,467,380,8.63,8.86,8.38,2396,892,1504,1483,1137,346,2377,889,1488,19,3,16,953,4251,2600,133,3,12,1522,0,2,1,1264,2276,344,5051,87,1,65,1260,304,956,5204,1129,4075,1527,1260,1498,1231,1258,1260,203,64,5204,4.13,1.03,1247,10,297,960,25,130,1102,1255,2,1245,1167,12,1126,496,1233,5,1239,18,1229,0,1229,382,7,1213,1151,628,725,378,257,971,1211,327,110,1150,498,348,66,56,21,80,692,12,6
01,Aguascalientes,001,Aguascalientes,0492,Viñedos Santa Mónica,"102°18'38.812"" W","21°49'46.193"" N",1867,21,11,10,0,0,0,21,11,10,20,11,9,16,8,8,15,8,7,14,7,7,1,0,1,4,3,1,3,1,2,1,0,1,1,1,0,2,0,2,5,5,3,2,90.91,6,11,4,3.38,16,8,8,5,3,2,20,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,1,1,0,0,0,1,0,3,2,0,0,1,0,0,0,17,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,4,2,2,0,0,0,7,5,2,2,0,2,7.73,7.13,8.43,8,3,5,8,5,3,8,3,5,0,0,0,1,20,13,0,0,0,7,0,0,0,6,8,2,21,0,0,0,3,1,2,21,8,13,9,3,9,3,3,3,6,0,21,7,1.31,3,0,0,3,0,1,2,3,0,3,0,0,3,3,3,0,3,0,3,0,3,3,0,3,3,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,3,0,1
01,Aguascalientes,001,Aguascalientes,0497,Las Ánimas,"102°13'37.527"" W","21°47'48.372"" N",1964,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
01,Aguascalientes,001,Aguascalientes,0509,La Ahuja (Aguja),"102°10'01.256"" W","21°48'56.843"" N",2001,33,18,15,4,3,1,29,15,14,28,14,14,24,11,13,23,11,12,21,9,12,1,1,0,4,3,1,3,1,2,1,0,1,2,2,0,5,3,2,10,2,0,2,83.33,10,22,1,2.45,31,17,14,2,1,1,28,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        1,        1,        0,5,4,1,0,0,1,1,0,0,0,0,0,0,0,1,27,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,4,5,1,4,7,2,5,3,1,2,2,2,0,6,5,1,0,0,0,4.87,6.73,3.17,17,5,12,7,6,1,17,5,12,0,0,0,10,23,6,0,0,0,17,0,0,0,5,14,5,22,4,0,7,5,0,5,33,0,33,5,5,5,5,5,5,0,0,33,6.6,1.94,4,1,1,4,0,0,5,5,0,1,0,4,3,4,2,1,3,2,1,0,2,0,0,3,4,1,2,3,3,4,5,0,0,5,0,0,0,0,0,0,5,0,1
01,Aguascalientes,001,Aguascalientes,0513,Arroyo Hondo,"102°12'44.261"" W","21°50'32.009"" N",1961,28,15,13,2,1,1,26,14,12,26,14,12,21,11,10,19,10,9,16,8,8,0,0,0,5,3,2,5,4,1,2,1,1,3,2,1,2,1,1,9,2,1,1,86.67,9,17,2,2.55,27,15,12,1,0,1,26,14,12,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,4,        0,        0,        0,4,2,2,3,1,2,3,2,0,0,1,1,1,1,3,22,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,0,0,0,1,0,1,1,0,1,0,0,0,4,2,2,0,0,0,7,4,3,6,3,3,9.26,9.8,8.67,14,4,10,7,7,0,14,4,10,0,0,0,5,23,6,0,0,0,0,17,0,0,9,12,0,28,0,0,0,7,0,7,28,0,28,7,7,7,7,7,7,0,0,28,4,0.97,7,0,2,5,0,0,7,7,0,7,6,0,6,6,7,0,6,1,6,0,6,2,0,7,7,4,3,4,2,7,7,3,1,7,1,1,0,0,0,0,3,0,1
01,Aguascalientes,001,Aguascalientes,0514,Asturias,"102°13'20.379"" W","21°51'32.273"" N",2007,65,28,37,0,0,0,65,28,37,64,28,36,61,27,34,58,27,31,55,26,29,1,0,1,3,1,2,6,1,5,3,0,3,3,1,2,12,6,6,16,12,5,7,132.14,7,51,7,1.93,49,20,29,16,8,8,64,28,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        4,        3,        1,3,2,0,1,1,1,0,3,0,2,0,1,0,0,0,59,1,0,1,0,0,0,0,0,0,2,1,1,8,4,4,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,0,0,0,6,2,4,45,21,24,13.33,12.96,13.65,41,17,24,20,10,10,41,17,24,0,0,0,7,58,32,24,0,2,0,0,7,0,26,32,3,57,2,1,5,19,2,17,65,4,61,31,19,31,19,19,19,10,2,65,3.42,0.77,19,0,6,13,0,5,14,19,0,18,0,1,17,18,19,0,19,0,18,0,19,1,0,19,19,17,18,2,4,18,19,15,11,16,13,10,7,4,0,0,3,0,1
01,Aguascalientes,001,Aguascalientes,0519,Barandales de San José,"102°19'20.171"" W","21°50'39.642"" N",1851,169,89,80,7,3,4,162,86,76,153,80,73,140,73,67,133,68,65,123,63,60,11,7,4,11,6,5,13,8,5,7,5,2,10,5,5,24,12,12,44,29,15,14,89.89,36,112,21,3,152,81,71,17,8,9,153,80,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        1,        1,        0,8,5,3,2,1,0,0,21,13,10,0,4,1,5,3,137,9,6,3,1,0,1,1,1,0,4,4,0,3,2,1,0,0,0,15,8,7,22,11,11,10,4,6,34,19,15,7,1,6,39,22,17,19,9,10,6.8,6.93,6.66,93,37,56,46,36,10,89,37,52,4,0,4,40,129,93,4,0,0,34,1,1,0,57,63,20,153,6,0,10,42,12,30,169,55,114,48,42,48,42,42,42,3,3,169,4.02,1.02,41,1,14,28,1,4,37,42,0,41,39,1,22,6,42,0,42,0,41,0,42,13,0,40,36,17,22,11,16,38,42,10,7,41,13,9,3,2,0,1,26,0,1
01,Aguascalientes,001,Aguascalientes,0526,El Cardón,"102°12'14.082"" W","21°46'38.260"" N",1986,66,38,28,8,5,3,58,33,25,53,29,24,40,19,21,37,18,19,31,15,16,6,5,1,12,9,3,10,6,4,3,1,2,6,3,3,6,3,3,15,4,2,2,73.68,29,36,1,3.32,65,37,28,1,1,0,52,29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        3,        2,        1,3,2,2,1,0,1,0,6,5,0,0,0,0,3,0,57,4,3,1,0,0,0,1,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,2,4,0,0,0,19,10,9,6,5,1,8.43,9.56,7.37,38,17,21,2,2,0,38,17,21,0,0,0,12,54,20,0,0,0,39,0,0,0,11,28,1,66,0,0,0,14,3,11,66,9,57,16,14,16,14,14,14,2,0,66,4.71,1.38,14,0,6,8,1,2,11,14,0,14,10,0,11,4,14,0,14,0,14,0,14,0,0,14,13,4,13,8,1,11,14,1,1,14,1,0,0,0,0,0,13,0,1
01,Aguascalientes,001,Aguascalientes,0531,El Centavito 2,"102°19'56.903"" W","21°50'42.336"" N",1840,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
01,Aguascalientes,001,Aguascalientes,0540,Chomite,"102°14'58.971"" W","21°56'20.969"" N",1954,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
01,Aguascalientes,001,Aguascalientes,0541,Ciudad de los Niños,"102°22'09.328"" W","21°50'01.226"" N",1846,172,81,91,2,1,1,170,80,90,159,77,82,103,53,50,85,44,41,82,41,41,17,6,11,50,21,29,54,25,29,18,9,9,3,3,0,9,7,2,23,46,18,28,112.35,87,43,42,0.87,124,58,66,47,23,24,143,67,76,16,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,19,19,1,1,0,3,0,2,1,1,0,0,0,0,5,146,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,10,4,6,15,6,9,17,3,14,15,8,7,0,0,0,9,5,4,28,21,7,7.38,8.95,5.68,42,23,19,61,30,31,42,23,19,0,0,0,22,150,44,2,0,0,101,0,3,0,73,15,15,171,0,0,1,5,2,3,18,7,11,10,8,7,5,5,5,1,1,18,3.6,1.06,5,0,1,4,0,1,4,5,0,5,1,0,5,0,5,0,5,0,5,0,5,3,0,5,5,3,2,0,4,4,5,1,0,5,2,1,0,0,0,0,2,0,1
01,Aguascalientes,001,Aguascalientes,0543,San José del Monte (Las Petacas),"102°20'17.648"" W","21°47'28.296"" N",1843,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
01,Aguascalientes,001,Aguascalientes,0547,La Congoja,"102°09'33.145"" W","21°45'22.036"" N",1983,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
01,Aguascalientes,001,Aguascalientes,0548,El Hotelito,"102°11'09.492"" W","21°52'04.462"" N",2026,85,40,45,5,2,3,80,38,42,78,37,41,68,31,37,59,28,31,52,28,24,4,2,2,8,5,3,14,6,8,9,3,6,7,0,7,14,7,7,23,4,3,1,112.5,26,57,2,2.55,85,40,45,0,0,0,78,37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,2,2,0,0,0,0,0,6,4,3,0,1,1,0,0,77,2,1,1,0,0,0,2,1,1,3,0,3,3,2,1,0,0,0,0,0,0,1,1,0,5,3,2,14,6,8,2,0,2,30,14,16,5,3,2,7.81,7.7,7.9,42,12,30,26,19,7,42,12,30,0,0,0,29,56,23,1,0,0,32,0,0,0,23,42,3,81,4,0,0,20,15,5,85,64,21,27,20,27,20,20,20,7,0,85,4.25,1.13,20,0,5,15,0,5,15,20,0,20,19,0,19,2,19,0,19,1,19,0,19,2,0,19,18,11,18,6,5,19,20,4,3,20,4,3,1,1,0,0,14,0,1
01,Aguascalientes,001,Aguascalientes,0555,Cuernavaca,"102°18'47.212"" W","21°49'09.022"" N",1890,23,12,11,0,0,0,23,12,11,21,10,11,18,8,10,14,8,6,11,6,5,2,2,0,3,2,1,7,2,5,4,0,4,3,2,1,2,1,1,7,1,1,0,91.67,9,13,1,4,14,8,6,9,4,5,21,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0,        0,        0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,3,1,2,3,3,0,0,0,0,5,3,2,0,0,0,5.86,5.88,5.83,7,2,5,11,6,5,7,2,5,0,0,0,2,21,19,0,0,0,2,0,0,0,6,10,2,23,0,0,0,4,0,4,23,0,23,4,4,4,4,4,4,0,0,23,5.75,1.35,4,0,0,4,0,0,4,4,0,4,0,0,3,1,4,0,4,0,4,0,4,1,0,4,4,0,3,2,2,3,4,0,0,3,0,1,0,0,0,1,4,0,1
01,Aguascalientes,001,Aguascalientes,0558,La Cueva de los Pericos (Caitaime),"102°20'46.802"" W","21°49'11.892"" N",1840,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1
